111537222.jpg| 1| Person with blue helmet and purple pants is rock climbing .;
111537222.jpg| 2| A woman in purple snakeskin pants climbs a rock .;
111537222.jpg| 3| a rock climber climbs a large rock .;
111537222.jpg| 4| A man climbs a rocky wall .;
1122177096.jpg| 0| A man wearing a yellow shirt and tan pants plays golf outside while being watched by other people .;
1122177096.jpg| 1| A guy in a yellow shirt and light brown slacks is playing golf while the crowd watch .;
1122177096.jpg| 2| Behind the fence spectators are looking at the golfer with the club in his hand .;
1122177096.jpg| 3| Tiger woods putts a golf ball toward a hole .;
1122177096.jpg| 4| tiger woods about to make a putt;
112220869.jpg| 0| Blond girl in a yellow-belt martial arts uniform standing in front of a door and carrying a large trophy .;
112220869.jpg| 1| A young girl smiles for the camera while holding a large trophy .;
112220869.jpg| 2| A girl in a white outfit with a yellow belt is holding a trophy .;
112220869.jpg| 3| A young girl in a karate uniform holding a large trophy .;
112220869.jpg| 4| Little girl holding a karate trophy .;
1126137905.jpg| 0| A group of people are standing outside at a carnival , near a ride called the Green Jungle .;
1126137905.jpg| 2| A group of people standing in front of a hut in a parking lot .;
1126137905.jpg| 4| A group of people are gathered .;
1126403094.jpg| 0| Two girls with purple hair and a short-haired woman are smiling .;
1126403094.jpg| 1| An older woman smiles on as two pink-haired women talk .;
1126403094.jpg| 2| A mother and her two daughters having a happy moment .;
1126403094.jpg| 3| The lady in the green shirt is laughing .;
1126403094.jpg| 4| A woman and two girls dressed in pink .;
1148889628.jpg| 0| A construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop .;
1148889628.jpg| 1| Workman standing on scaffolding against the New York City skyline .;
1148889628.jpg| 2| A man stands on a scaffold his back facing away looking at a city .;
1148889628.jpg| 3| A construction worker is building scaffolding for the job .;
1148889628.jpg| 4| A construction worker assembles a scaffold .;
115275671.jpg| 0| A man with a pitchfork stands near a bucket of branches across from an apartment complex .;
115275671.jpg| 1| A man in a hat and coat is holding a pitchfork and posing for a picture .;
115275671.jpg| 2| A man in a blue jacket and gray paints gardening in front of buildings .;
115275671.jpg| 3| A man landscaping an area for preparation to the upcoming season .;
115275671.jpg| 4| A Caucasian male is performing yard work outside a building .;
1159425410.jpg| 0| A female washes her medium-sized dog outdoors in a plastic container while a friend secures it with a leash .;
1159425410.jpg| 1| A brown dog is in a blue tub , while one person holds his leash and another is soaping him .;
1159425410.jpg| 2| Two people give a dog a bath outdoors in a blue container .;
1159425410.jpg| 3| A small brown dog is being washed in a small blue bin .;
1159425410.jpg| 4| A dog calmly waits until his bath is over .;
1167144956.jpg| 0| A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .;
1167144956.jpg| 1| Young man showing off by performing a karate move for surprised girl .;
1167144956.jpg| 2| A young man is performing gymnastics to impress a young woman .;
1167144956.jpg| 3| Showing one how to do a jump withe being watched .;
1167144956.jpg| 4| A man practicing karate moves in the air .;
1167908324.jpg| 0| a man standing in a bar with a neon beer sign hanging on the wall;
1167908324.jpg| 1| A man stands next to three video game machines and a beer sign .;
1167908324.jpg| 2| A man stands next to a bank of computer gambling machines .;
1167908324.jpg| 3| A man is standing by a group of video games in a bar .;
1167908324.jpg| 4| A man stands next to three video machines .;
1189977786.jpg| 0| One dog is jumping into a pool while another runs along side the pool 's edge .;
1189977786.jpg| 1| A gray dog runs along side a pool while a yellow dog jumps into the pool .;
1189977786.jpg| 2| one tan dog jumping in a pool while the other gray dog is on the deck;
1189977786.jpg| 3| Two dogs jumping into a swimming pool .;
1189977786.jpg| 4| A dog jumping into a swimming pool .;
120889725.jpg| 0| A couple sits on a ledge to the left of a large tower of pink , purple and blue cotton candy .;
120889725.jpg| 1| A large stick filled with cotton candy to sell leans up against a wall .;
120889725.jpg| 2| Two people are sitting on a wall near a large display of cotton candy .;
120889725.jpg| 3| Two people are sitting with their backs facing cotton candy .;
120889725.jpg| 4| A person looking at the reflection of the moon .;
1220401002.jpg| 0| Two young girls are playing and laughing in a green grassy yard .;
1220401002.jpg| 1| Two girls standing on grass face each other .;
1220401002.jpg| 2| Two children are laughing in the grass .;
1220401002.jpg| 3| Two girls laughing outside in a yard .;
1220401002.jpg| 4| Two young girls playing together .;
1245194315.jpg| 0| A man in sunglasses talking to a blond woman in front of a store window .;
1245194315.jpg| 1| A fashionable man and woman are smoking in front of a storefront .;
1245194315.jpg| 2| A man with a cigarette talks to a woman with a cigarette .;
1245194315.jpg| 3| A couple standing in front of a store display window .;
1245194315.jpg| 4| A man and woman enjoy a cigarette outside of a shop .;
1262808368.jpg| 0| A woman with a blue shirt and blue shorts has her hand on a white taxi , as a boy in a green and white shirt walks beside her .;
1262808368.jpg| 1| A woman in blue wearing flip-flops touches a passing car while walking beside a young man in a green striped shirt .;
1262808368.jpg| 2| A woman in a dark blue , and white sweater , walks with her son , down a street .;
1262808368.jpg| 3| The women with shorts has her hand placed on a white car .;
1262808368.jpg| 4| A woman wearing blue standing next to a white car .;
1273001772.jpg| 0| About 12 kids and a few adults get splashed by an off-camera source .;
1273001772.jpg| 1| A group of children standing in a shallow pool of water .;
1273001772.jpg| 2| A group of young kids play in the water on a sunny day .;
1273001772.jpg| 3| A group of children are in a water fountain .;
1273001772.jpg| 4| Children and adults play with a sprinkler .;
1275693139.jpg| 0| A group of people wait in line in front of a counter .;
1275693139.jpg| 1| People waiting in line for their favorite beverage .;
1275693139.jpg| 2| Several people are standing in line at a counter .;
1275693139.jpg| 3| A group of people in line at a music venue .;
1275693139.jpg| 4| Customers wait in line at a store .;
1279461814.jpg| 0| Two children , a boy in a blue shorts suit and a girl in a blue jumper , have a conversation in the hallway of a church .;
1279461814.jpg| 1| A boy in blue shows a girl in denim the water fountain in a hallway .;
1279461814.jpg| 2| Two young children are standing in hall .;
1279461814.jpg| 3| Little girl and buy inside of a church .;
1279461814.jpg| 4| Two children playing in a church .;
129441311.jpg| 0| A woman with a black purse sitting in front of crystal clear water .;
129441311.jpg| 1| A woman talks animatedly to her companion next to a body of water .;
129441311.jpg| 2| A woman gestures to someone while sitting in front of some water .;
129441311.jpg| 3| A woman is wearing a taupe coat and is sitting near some water;
129441311.jpg| 4| a woman is demonstrating a punch to her companion .;
1297871927.jpg| 0| Six shirtless men are standing outside leaning on or standing near a fence .;
1297871927.jpg| 1| Six young men out on the balcony wearing blue jeans with their shirts off .;
1297871927.jpg| 2| Sexy young men stand on a balcony having a heated conversation .;
1297871927.jpg| 3| Six topless men standing on a balcony .;
1297871927.jpg| 4| Men standing on a railing .;
1303157527.jpg| 0| A food vendor is standing on the sidewalk next to his food cart looking at a black woman walking by .;
1303157527.jpg| 1| A man with a red apron and a white cook 's hat is standing in front of his food cart .;
1303157527.jpg| 2| A man sells food from a cart on the street while pedestrians walk past .;
1303157527.jpg| 3| A mobile food station set up to serve patrons on the city streets .;
1303157527.jpg| 4| People are walking by a food cart in the city .;
13051044.jpg| 0| Puppeteer wearing a purple sleeveless shirt showing off a puppet that looks like a black man with shades playing a saxophone .;
13051044.jpg| 1| A man dressed in a burgundy shirt and black pants maneuvering a puppet which is holding a musical instrument .;
13051044.jpg| 2| Puppeteer entertaining with a puppet playing the saxophone on the side of the street .;
13051044.jpg| 3| A man wearing a red shirt has a puppet band , on the street .;
13051044.jpg| 4| A man manipulates a saxophone playing marionette .;
131853788.jpg| 0| A young boy is playing on a piece of playground equipment that features tires which he must step in and out of , while keeping his balance .;
131853788.jpg| 1| A child in a blue shirt is playing on playground equipment .;
131853788.jpg| 2| This boy is playing on a playground with tires on it .;
131853788.jpg| 3| A little boy playing and running through a tire maze .;
131853788.jpg| 4| A boy on the playground stepping in tires .;
1338067602.jpg| 0| Man in boat wearing athletic shorts , a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing .;
1338067602.jpg| 1| There is a man with a gray shirt on his speed boat who caught a big fish , and has started to cut it open .;
1338067602.jpg| 2| A man in a gray shirt and white hat standing in a boat holding a fish .;
1338067602.jpg| 3| A man catches a decent sized fish and is taking it off the hook;
1338067602.jpg| 4| A man on a boat unhooking a fish he just caught .;
1370615506.jpg| 0| The Wine Shop on Twenty Fourth building lit up in the dark , two people in front .;
1370615506.jpg| 1| A wine shop with an open sign in the window and two people out front .;
1370615506.jpg| 2| Two people are standing outside of a wine shop .;
1370615506.jpg| 3| Two people stand outside a wine shop .;
1370615506.jpg| 4| The Wine Shop;
1394239063.jpg| 0| Three people are walking and two people are jogging along a cleared path near several trees .;
1394239063.jpg| 1| Two females are running up a dirt hill , while three men walk down .;
1394239063.jpg| 2| Two women are jogging and three men are walking on a dirt trail .;
1394239063.jpg| 3| A group of men hiking while two women are running up the hill .;
1394239063.jpg| 4| Three men walk down a hill while two women are running up it .;
1396064003.jpg| 0| A wakeboarder performs a flip while being towed at high speed .;
1396064003.jpg| 1| an upside down man doing a flip on a waterski board;
1396064003.jpg| 2| A person did a side flip while water boarding .;
1396064003.jpg| 3| A man hangs upside in the air over the water .;
1396064003.jpg| 4| A person upside down on a water board .;
1399295078.jpg| 0| Two men wearing suits are chatting while one is holding a bottle of water .;
1399295078.jpg| 1| Two men dressed in business casual share a laugh .;
1399295078.jpg| 2| Two men in business attire make conversation .;
1399295078.jpg| 3| Two men in suit talking with each other .;
1399295078.jpg| 4| Two men in suits laugh together .;
1400091666.jpg| 0| A guy with long hair wearing a red shirt is playing guitar and smoking at the same time .;
1400091666.jpg| 1| The man in the pink shirt is playing the guitar and smoking a cigarette .;
1400091666.jpg| 2| A bass player in a red shirt is playing while smoking a cigarette .;
1400091666.jpg| 3| A man in a red shirt plays a red bass while on stage .;
1400091666.jpg| 4| Musician entertaining his audience .;
141118204.jpg| 0| A girl in a blue shirt and tan shorts is standing on a road with a boy in a black shirt .;
141118204.jpg| 1| A man and a woman wearing shorts are standing in an alley .;
141118204.jpg| 2| A man and a woman is having a conversation on a road .;
141118204.jpg| 3| a man in a black shirt has his back towards a woman .;
141118204.jpg| 4| A man walks down a hill away from a woman .;
1411855204.jpg| 0| One young man with short orange hair is fiddling his thumbs and sitting down looking very bored .;
1411855204.jpg| 1| A young man with blond-hair works with multicolored wires while sitting on a stoop .;
1411855204.jpg| 2| A young man , surrounded by wires , twists three wires together .;
1411855204.jpg| 3| A guy in a white shirt it holding some wires .;
1411855204.jpg| 4| Someone working with electrical wiring .;
1413647425.jpg| 0| A young boy is standing in a classroom trying to make a craft project , but having difficulties , while his classmates watch him .;
1413647425.jpg| 1| A blond boy in a yellow shirt surrounded by other children who are all doing crafts in a room decorated with painting .;
1413647425.jpg| 2| Young children in a classroom working on an arts and crafts project .;
1413647425.jpg| 3| Young Caucasian children working on craft projects in school .;
1413647425.jpg| 4| Four children in a classroom setting making art projects .;
14153510.jpg| 0| A group of women , some with kids , wearing white t-shirts with number tags , are smiling as they are being photographed on the field .;
14153510.jpg| 1| A sports team made up of 14 Women waring white t-shirt and pink tags .;
14153510.jpg| 2| A group of runners and walkers posing together for a picture .;
14153510.jpg| 3| A group of women posing for a picture .;
14153510.jpg| 4| Cancer survivors race for a cure .;
1427822472.jpg| 0| A man in a suit and dirty dress-shoes is lying on the street on pieces of cardboard with his eyes closed .;
1427822472.jpg| 1| A man is sleeping outside on cardboard next to a water bottle .;
1427822472.jpg| 2| A man is passed out on the concrete with a bottle of water .;
1427822472.jpg| 3| A man is sleeping on the sidewalk , on top of a box .;
1427822472.jpg| 4| A man is sleeping on the ground .;
142786312.jpg| 0| A little girl is performing her role as a flower girl in a wedding as she holds a white basket with rose petals .;
142786312.jpg| 1| A little girl dressed in a white dress is preparing to lay the floral petals down for a wedding .;
142786312.jpg| 2| A flower girl at a wedding is examining her basket as people look on .;
142786312.jpg| 3| The young flower girl carefully carries her basket of flower petals .;
142786312.jpg| 4| A flower girl holds a basket during a wedding reception .;
143237785.jpg| 0| Someone is holding up a green fish for display outdoors .;
143237785.jpg| 1| The person in blue jeans holds a yellow fish .;
143237785.jpg| 2| A man holds a large fish on a boat .;
143237785.jpg| 3| A man holds a fish in both hands .;
143237785.jpg| 4| A man holding a fish .;
1434167828.jpg| 0| A person in black glasses takes a drink from a shot glass .;
1434167828.jpg| 1| A person wearing glasses drinks out of a very small glass .;
1434167828.jpg| 2| Face of person with glasses on drinks from a small glass .;
1434167828.jpg| 3| A woman with glasses drinking from a shot glass;
1434167828.jpg| 4| A man drinking out of a shot glass .;
143446265.jpg| 0| An older man in a pink shirt shakes hands with a younger man in a black baseball cap .;
143446265.jpg| 1| An older man and younger man are shaking hands on a basketball court .;
143446265.jpg| 2| A younger man and an older man are shaking hands on a tennis court .;
143446265.jpg| 3| a man in a gray shirt and an older man are shaking hands;
143446265.jpg| 4| Two men at a basketball court shaking hands .;
1457673153.jpg| 0| A guy smoking a cigarette while looking over fossils and possibly bones that were found .;
1457673153.jpg| 1| A dark-skinned man with a mustache is sorting something on a deck .;
1457673153.jpg| 2| A man excavating bones and tools from an archaeological site .;
1457673153.jpg| 3| A tan man with black hair organizing objects on the ground .;
1457673153.jpg| 4| A man squatting in front a pile of objects .;
1457898867.jpg| 0| A young boy sit alone in a wagon and holds on tightly to two cattle as they follow his mother 's wagon down a dusty dirt road .;
1457898867.jpg| 1| Local African boy doing his daily work guiding the animals that are pulling a cart .;
1457898867.jpg| 2| A young black boy is guiding his animals down a dirt road with a blue rope .;
1457898867.jpg| 3| an African boy drives his team of oxen down a dirt road .;
1457898867.jpg| 4| A boy is riding down the road between two cows .;
146577645.jpg| 0| A kayaker goes through the waves holding his paddle .;
146577645.jpg| 1| A person maneuvers rapids while riding a watercraft .;
146577645.jpg| 2| A man paddles down the rapids in a kayak .;
146577645.jpg| 3| Man kayaking through rough waters .;
146577645.jpg| 4| A man with a red helmet kayaking .;
1469138762.jpg| 0| Two woman are walking by discussing something seriously .;
1469138762.jpg| 1| Two women are walking along a trail on a sunny day .;
1469138762.jpg| 2| Two women in t-shirts hike through a park .;
1469138762.jpg| 3| Two people walk outside in a nature area .;
1469138762.jpg| 4| Two ladies walking through a wooded area .;
14698352.jpg| 0| Two little boys climbing into the gray van and the third little boy secure in his car set .;
14698352.jpg| 1| Two boys are getting into a van and a younger boy is in a car seat .;
14698352.jpg| 2| Two children getting into a van while one child waits for them .;
14698352.jpg| 3| Two small boys are getting into a grayish colored van .;
14698352.jpg| 4| Two children get into a van .;
1477476722.jpg| 0| A surfer with a large white surfboard and tether line is standing on the beach on an overcast day .;
1477476722.jpg| 1| A surfboarder emerging from the ocean with his board , as the waves crash ashore behind him .;
1477476722.jpg| 2| A male surfer exiting the ocean with his surfboard .;
1477476722.jpg| 3| A man walks out of the waves with his surfboard .;
1477476722.jpg| 4| A man carries a surfboard at the beach .;
1482654385.jpg| 0| Two boys climbing telephone poles to stay out of flood waters .;
1482654385.jpg| 1| Two boys are on wooden poles above a brown river .;
1482654385.jpg| 2| Boys are climbing wooden poles in a dirty river .;
1482654385.jpg| 3| Two kids are climbing a pole in the water .;
1482654385.jpg| 4| Two boys are climbing poles outdoors .;
1484815652.jpg| 0| Four young women around a kitchen counter with a plate of brownies in the foreground .;
1484815652.jpg| 1| A group of women , who look unhappy , are sitting in a kitchen talking .;
1484815652.jpg| 2| Four ladies at kitchen counter getting food together for a party .;
1484815652.jpg| 3| Four women stand in a kitchen behind a plate of brownies .;
1484815652.jpg| 4| Four girls in a kitchen near a plate of brownies .;
149043687.jpg| 0| Two girls are sitting in their home and one of them is sitting on a chair , the other on the floor getting her hair done .;
149043687.jpg| 1| An African American woman braiding another African American woman 's hair , while sitting in a white chair .;
149043687.jpg| 2| Two young girls are together , one is sitting in a chair and braiding the other 's hair .;
149043687.jpg| 3| A young African girl in a white chair is doing another girl 's hair .;
149043687.jpg| 4| In this photo , a woman is doing another young women 's hair .;
1491016655.jpg| 0| Two people are standing in a room one of whom is smoking the shots are of the back of the foreground person .;
1491016655.jpg| 1| A woman in a green dress smoking a cigarette dances with a partner .;
1491016655.jpg| 2| Two women are dancing with each other indoors .;
1491016655.jpg| 3| Two people are dancing by a red couch .;
1491016655.jpg| 4| a woman in black dances with someone .;
150521539.jpg| 0| A family of two woman and a young child sits on the grass in a park in front of three young girls .;
150521539.jpg| 1| A group of adults and children relax on the grass in a park .;
150521539.jpg| 2| A family sits in the grass in a park in India .;
150521539.jpg| 3| A family is sitting in a park on the grass .;
150521539.jpg| 4| Families are gathered in a park .;
1509542787.jpg| 0| A view of a walkable road close to nighttime , with several people 's silhouettes on it .;
1509542787.jpg| 1| A group of soldiers in silhouette against an urban skyline .;
1509542787.jpg| 2| People with bags and cameras walking on road .;
1509542787.jpg| 3| People on a concrete area taking pictures .;
1509542787.jpg| 4| Tourist take pictures on a road .;
1516839584.jpg| 0| Two blond women serve themselves from a platter while sitting at a banquet table with glasses of red wine .;
1516839584.jpg| 1| A blond woman offers a platter of food to another blond woman while sitting at a white table .;
1516839584.jpg| 2| Two women dressed professionally and wearing name tags eating a meal at an event .;
1516839584.jpg| 3| A woman with a blue shawl is holding a plate of food for another woman .;
1516839584.jpg| 4| two women at a table eating .;
151853042.jpg| 0| Person welding a large green pipe with welding equipment on .;
151853042.jpg| 1| A person in a green shirt and jeans welds a large pipe .;
151853042.jpg| 2| A worker making sure his machine is working correctly .;
151853042.jpg| 3| Man welding large pipe section while wearing mask .;
151853042.jpg| 4| A man wearing a welding mask working on a duct .;
152979089.jpg| 0| A group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb .;
152979089.jpg| 1| A man with an injured arm watches three policemen as one addresses the police van driver and two others walk away from the van .;
152979089.jpg| 2| The police are on the scene of what ever happened , with a handcuffed man .;
152979089.jpg| 3| The men are talking to the person in the police van .;
152979089.jpg| 4| A police vehicle in an urban area .;
15308702.jpg| 0| A person dressed in a black shirt and a person dressed in a blue shirt are standing on a mound of sand .;
15308702.jpg| 1| One person helping another person up to the top of a mound of sand underneath a cloudy sky .;
15308702.jpg| 2| A man helps a woman with a walking stick up a large sand dune .;
15308702.jpg| 3| A man helping an older woman to the top of a sand dune .;
15308702.jpg| 4| There are 2 men climbing a sand dune .;
154257460.jpg| 0| A man in a black shirt and jeans appears to be working on some piping system .;
154257460.jpg| 1| A man looks at the camera while he sits down in a cluttered house .;
154257460.jpg| 2| A man in a black shirt sitting on the floor fixing a bicycle .;
154257460.jpg| 3| A man with a smile sitting on the floor fixing his bicycle .;
154257460.jpg| 4| A man squatting next to a bicycle .;
154789578.jpg| 0| A black man in a dress shirt is looking through a microscope , while a poster about blood cells is on the wall in the background .;
154789578.jpg| 1| One African American man is looking through a microscope and there is a poster that says blood cells hanging on the wall .;
154789578.jpg| 2| A man with a shaved head and a button-up shirt looks into a microscope near a poster about red blood cells .;
154789578.jpg| 3| A black scientist looks through a scope examining a biological specimen 's blood cells .;
154789578.jpg| 4| A man is working in a blood lab evaluating some specimens .;
156246815.jpg| 0| A man wearing a white shirt and red shorts is getting ready to kick a football .;
156246815.jpg| 1| A guy is getting ready to kick a football into the air .;
156246815.jpg| 2| Man kicking football off tee in t-shirt and shorts;
156246815.jpg| 3| A man in red shorts is about to kick a football .;
156246815.jpg| 4| Man about to kick football on a field .;
1567005236.jpg| 0| This is a scene of several people walking outside during the day , including a woman with two coffee urns .;
1567005236.jpg| 1| A woman in a black dress is pushing a cart with thermos down a paved walkway .;
1567005236.jpg| 2| A girl with blue hair is pushing a coffee cart .;
1567005236.jpg| 3| A woman pushing a coffee cart through a plaza .;
1567005236.jpg| 4| A woman is taking the food to the patients .;
1572532018.jpg| 0| A little boy in red shorts , a boy in a black Speedo , and a boy in gray shorts are all running on the beach .;
1572532018.jpg| 1| Two young boys and one young man run on a beach with water behind them .;
1572532018.jpg| 2| Three boys are running on the beach playing a game .;
1572532018.jpg| 3| Three boys play tag on the beach .;
1572532018.jpg| 4| children playing at the beach;
1579206585.jpg| 0| A girl is playing an electric guitar in front of an amplifier .;
1579206585.jpg| 1| Guitar player performs at a nightclub red guitar .;
1579206585.jpg| 2| A woman playing guitar in red and blue light;
1579206585.jpg| 3| A girl plays her guitar on a dark stage .;
1579206585.jpg| 4| A woman is playing guitar on stage;
157955034.jpg| 0| A woman in a green dress sitting in a broken green and yellow chair .;
157955034.jpg| 1| a child sitting on a lawn chair looking up at the camera;
157955034.jpg| 2| A girl with brown hair sitting on a lawn chair .;
157955034.jpg| 3| A young girl outside on a rainy day .;
157955034.jpg| 4| A woman sitting on a lawn chair .;
1678844410.jpg| 0| A male child jumping off a ledge , he has a backpack on his back and a toy airplane in his left hand .;
1678844410.jpg| 1| A young child wearing an orange sweatshirt jumps down from a marble ledge .;
1678844410.jpg| 2| A little boy wearing a backpack jumps off a ledge and onto the ground .;
1678844410.jpg| 3| A school boy , with a backpack on , jumping off a wall .;
1678844410.jpg| 4| A child jumping from a small height to the sidewalk .;
169959689.jpg| 0| In the desert on a cloudy day , a long camel caravan makes several curves away from the camera , the last camel passing a sign along side the trail .;
169959689.jpg| 1| A line of people going through an arid region past a sign , the people are either walking or riding animals .;
169959689.jpg| 2| A long line of camels , each carrying people pass a sign in a desert area .;
169959689.jpg| 3| a line of people riding camels in the mountainous desert;
169959689.jpg| 4| a whole lot of people are on camels .;
1700282068.jpg| 0| Two Harley-Davison police motorcycles park in a single parking space .;
1700282068.jpg| 1| Several motorcycles are parked on one parking space .;
1700282068.jpg| 2| Two motorcycles parked in one parking space .;
1700282068.jpg| 3| Motorcycles parked at a grill restaurant .;
1700282068.jpg| 4| Four motorcycles parked in one spot .;
173616185.jpg| 0| An old man wearing a tan jacket and blue pants standing on a sidewalk with a small suitcase .;
173616185.jpg| 1| A man wearing baggy clothes standing on a sidewalk at the beach .;
173616185.jpg| 2| A man holding up a radio while walking along the sidewalk .;
173616185.jpg| 3| Bum listening to the radio by a light post near the beach .;
173616185.jpg| 4| Man in coat near beach trying to get radio signal .;
173621789.jpg| 0| A little girl , about three-years-old and wearing colorful swim goggles , stands ankle-deep on the stairs of an in-ground pool or hot tub while gripping the metal handrail above her head with both hands .;
173621789.jpg| 1| Green sunglasses and a pink swimsuit set the tone for stepping into the cold pool .;
173621789.jpg| 2| A young girl in a pink swimsuit holds onto a swimming pool railing .;
173621789.jpg| 3| A little girl standing in a pool .;
173621789.jpg| 4| A little girl gets in to a pool .;
1745110280.jpg| 0| Stretched image of a brown dog with a white patch of fur in his chest area sitting in the grass with trees in the background .;
1745110280.jpg| 1| A caramel colored dog sits in front of trees looking forward .;
1745110280.jpg| 2| A brown dog with a black collar stands next to a bush .;
1745110280.jpg| 3| A sad looking dog sitting next to shrubs .;
1745110280.jpg| 4| The brown dog is wearing a black collar .;
1773928579.jpg| 0| A dog performs a trick on a ladder in front of a crowd observing his talent .;
1773928579.jpg| 1| A dog is running through an obstacle course in front of a group of people .;
1773928579.jpg| 2| Onlookers watch a German Shepherd climb steps on an obstacle course .;
1773928579.jpg| 3| A crowd is watching a dog climb up a staircase .;
1773928579.jpg| 4| Large brown dog walks up a blue staircase .;
1775741422.jpg| 0| A woman in a black shirt and a bottle of beer standing in between two men with beer bottles wearing white shirts and black ties .;
1775741422.jpg| 1| Two men wearing black vests and white shirts and a girl are holding bottles of beer .;
1775741422.jpg| 2| Two men in tuxedos and a girl in a black formal dress share drinks together .;
