1330645772.jpg| 2| A black and white dog is running in the grass .;
1330645772.jpg| 3| a black dog runs through a field .;
1330645772.jpg| 4| A dog runs in a field .;
13327175.jpg| 0| A man , wearing a red sash and white shirt , walks a pig with a long piece of rope;
13327175.jpg| 1| A man is walking a pig on a rope leash down a dirt road .;
13327175.jpg| 2| A man is holding a rope which is tied to a pig .;
13327175.jpg| 3| A farmer walks his pet pig down the dirt road .;
13327175.jpg| 4| A man walking a pig on a dirt road .;
134642833.jpg| 0| Here is a little boy whose being very cooperative and sweeping the outside porch area with a large broom on the front porch that has a strong railing .;
134642833.jpg| 1| A small boy is sweeping the wooden deck behind a house with an over-sized broom ; a wild forest is in the back .
134642833.jpg| 2| A little boy is having fun sweeping the leaves of the deck .;
134642833.jpg| 3| A young white male is sweeping a porch with a large broom .;
134642833.jpg| 4| Young boy with a broom sweeps a deck in a wooded area .;
1349095760.jpg| 0| A young boy wearing a bathing suit and rash guard runs into the ocean as the waves bubble up on the shore .;
1349095760.jpg| 1| A small boy wearing blue is walking on barefoot towards the edge of a beach as small waves hit the shore .;
1349095760.jpg| 2| A young boy on the beach running into the ocean waves .;
1349095760.jpg| 3| A boy in blue runs towards the waves in the ocean .;
1349095760.jpg| 4| A young boy in swim attire steps into the waves .;
1350948838.jpg| 0| Black and white dog leaps away from camera into pool .;
1350948838.jpg| 1| A black and white dog jumping into a swimming pool .;
1350948838.jpg| 2| A wet black dog jumps into a pool to fetch a ball .;
1350948838.jpg| 3| A black and white dog jumping into a pool .;
1350948838.jpg| 4| A black dog jumping into a large pool .;
135436842.jpg| 0| Man in wheelchair is assisted in boarding the subway by a services employee .;
135436842.jpg| 1| A subway employee is helping a man in a wheelchair onto the subway .;
135436842.jpg| 2| Worker loading handicapped man in wheelchair onto a train .;
135436842.jpg| 3| A man is loaded on to a train in a wheelchair .;
135436842.jpg| 4| A man pushing a cart near the subway .;
1356627150.jpg| 0| A man wearing a green cap , green shirt and khaki pants is cooking over a fire in the forest;
1356627150.jpg| 1| A man squatted at an outdoor campfire cooking food and smiling .;
1356627150.jpg| 2| A man in a hat and sandals is cooking a meal over a campfire .;
1356627150.jpg| 3| A squatting man is cooking on an open fire in the rain .;
1356627150.jpg| 4| a guy wearing a green shirt is cooking on a campfire;
1368338041.jpg| 0| Three small dogs , two white and one black and white , on a sidewalk .;
1368338041.jpg| 1| Two white dogs look at one black dog on a paved walkway .;
1368338041.jpg| 2| Three dogs looking at a cement ledge .;
1368338041.jpg| 3| Three small dogs sniff at something .;
1368338041.jpg| 4| Three dogs on a sidewalk .;
1368512916.jpg| 0| A lady sitting against dark wood with a shawl , red and white skirt and bonnet .;
1368512916.jpg| 1| A lady wearing a bonnet is sitting down with her hands on her lap .;
1368512916.jpg| 2| A woman wearing a Betsy Ross type costume sitting at a table .;
1368512916.jpg| 3| A woman poses for an old-fashioned picture .;
1368512916.jpg| 4| A woman is sitting in a chair .;
1371076688.jpg| 0| A young child is jumping in the air in front of a large body of water as the sun sets .;
1371076688.jpg| 1| A child , backlit by the sun , jumping in the air , with the ocean in the background .;
1371076688.jpg| 2| In this photo , it looks like a little boy is jumping into something .;
1371076688.jpg| 3| Boy jumping at sunset with the beach behind him .;
1371076688.jpg| 4| A silhouette of a kid playing on a beach .;
137431037.jpg| 0| Three different people , all wearing light colored tops and dark pants , are taking pictures with their cameras .;
137431037.jpg| 1| A group of people are taking pictures , with one person standing on a plastic storage tub atop a table .;
137431037.jpg| 2| A man standing on a table filming with people surrounding him .;
137431037.jpg| 3| People standing around taking video .;
137431037.jpg| 4| Two people are taking pictures .;
1389156021.jpg| 0| Three children , two girls and one boy , in martial art stances , standing on the hard-wood floor of a large room .;
1389156021.jpg| 1| Three kids practice martial arts , one has a yellow belt , on a red belt and the other a white belt .;
1389156021.jpg| 2| Three kids in a martial arts class are in a stance ; each child has on a different color belt .
1389156021.jpg| 3| Three children are practicing martial arts in a gym .;
1389156021.jpg| 4| Three young girls are taking part in martial arts .;
1394756978.jpg| 0| A city sidewalk scene consisting of two men with dreadlocks sitting on the ground , a punk rocker holding books , a woman with a camera walking away , and a man wearing a long coat , scarf , hat , and sunglasses looking away from the picture .;
1394756978.jpg| 1| Two men with dreadlocks sit on the street while a man in a hat and a man in a leather jacket stand behind them .;
1394756978.jpg| 2| Two guys sitting down on the sidewalk with long hair just looking around .;
1394756978.jpg| 3| Two dread locked men sitting while other adults stand around .;
1394756978.jpg| 4| Two men with long hair are sitting on the ground .;
1403846093.jpg| 0| A woman in a black dress with a name tag stands and addresses a group of seated people .;
1403846093.jpg| 1| Woman in black dress speaking to attendees sitting randomly in a room .;
1403846093.jpg| 2| A crowd of people indoors sitting at tables with name tags .;
1403846093.jpg| 3| A woman in a black dress is speaking to a group of people .;
1403846093.jpg| 4| A lady in a black dress is talking to a group of people .;
141329248.jpg| 0| Two women are sitting on wooden steps by a lake .;
141329248.jpg| 1| Two girls sitting outside by a body of water .;
141329248.jpg| 2| These ladies both have blondish hair .;
141329248.jpg| 3| Two women are seated near the water .;
141329248.jpg| 4| Two girls sitting by the water .;
1418266617.jpg| 0| A black and white dog jumps over a pole while splashing water around .;
1418266617.jpg| 1| A wet , white dog is jumping over obstacles .;
1418266617.jpg| 2| A wet dog is jumping over a hurdle .;
1418266617.jpg| 3| A wet spaniel clears a jump .;
1418266617.jpg| 4| a wet dog jumps over a bar .;
1428839421.jpg| 0| A man wearing a black backwards hat and a gray shirt with a large ear gauge walks through a fish market .;
1428839421.jpg| 1| A man wearing a black baseball cap turned backwards is in front of an advertisement for smoked herring .;
1428839421.jpg| 2| A man with stretched earlobes wearing a black hat stands in front of a display of food for sale .;
1428839421.jpg| 3| A man in a black hat looks surprised at the deli counter .;
1428839421.jpg| 4| Man with black backwards baseball cap in market .;
1433088025.jpg| 0| A crowd is watching 2 shirtless men , one in yellow pants and one in black shorts perfom .;
1433088025.jpg| 1| A man in yellow pants and wearing no shirt is being watched by many people .;
1433088025.jpg| 2| There is a man with yellow pants and a man with black pants .;
1433088025.jpg| 3| The man in the yellow pants is raising his arms .;
1433088025.jpg| 4| A muscular man in yellow pants .;
1448065625.jpg| 0| A woman in a black shirt holding a cherry pie on top of her head , the pie is still in the baking dish .;
1448065625.jpg| 1| A woman is showing off a fresh baked pie by holding it over her head .;
1448065625.jpg| 2| A woman in a black shirt proudly is holding up a freshly baked pie .;
1448065625.jpg| 3| Woman balances a pie on her head and looks up into camera;
1448065625.jpg| 4| A woman sporting a freshly baked pie on her head .;
145424240.jpg| 0| Two men , one in blue and one in brown , are sitting on a boat .;
145424240.jpg| 1| An elderly man in a blue jacket sits with others on a boat .;
145424240.jpg| 2| Three people are having a conversation on a white boat .;
145424240.jpg| 3| Two men sit next to each other on the water in a boat .;
145424240.jpg| 4| Three men sitting in a boat;
145558685.jpg| 0| A young girl with a big smile , wearing brightly colored clothing helps prepare food in a narrow alley .;
145558685.jpg| 1| A girl wearing a blue floral patterned dress is sitting on the cement and sorting leaves .;
145558685.jpg| 2| This is a street in a poor area where two people are sorting through tobacco .;
145558685.jpg| 3| This lady in the print dress is stripping food for dinner .;
145558685.jpg| 4| A woman puts the firewood in order .;
1458395412.jpg| 0| A man in a gray shirt and gray pants is sleeping outside in a wooden chair .;
1458395412.jpg| 1| An old man wearing gray sleeps in a small chair .;
1458395412.jpg| 2| The fat , old man falls asleep in the chair .;
1458395412.jpg| 3| An old man in gray is sleeping on a chair .;
1458395412.jpg| 4| An older man sitting in a chair sleeping .;
1458551560.jpg| 0| A street vendor is set up in the middle of a street with his cart .;
1458551560.jpg| 1| A man in white t-shirt is holding umbrella and ice cream cart .;
1458551560.jpg| 2| A man is standing with a street cart with an umbrella .;
1458551560.jpg| 3| The man is holding onto his food cart in the street .;
1458551560.jpg| 4| A man pushing a cart with an umbrella attached .;
1460443444.jpg| 0| A group of individuals are walking on a busy sidewalk with a river or lake in the view .;
1460443444.jpg| 1| Civilians are near the water and are walking down the lane .;
1460443444.jpg| 2| Several people are enjoying a walk along the waterfront .;
1460443444.jpg| 3| A group of people walk on a pathway near the lakeside .;
1460443444.jpg| 4| people walking down a sidewalk next to water .;
1467533293.jpg| 0| Two little girls , both dressed in pink , play on the jungle gym .;
1467533293.jpg| 1| The two girls are playing on a yellow and red jungle gym .;
1467533293.jpg| 2| two young girls wearing pink playing on a playground;
1467533293.jpg| 3| Two little girls in pink are in a playground .;
1467533293.jpg| 4| Two girls play at a park .;
1478268555.jpg| 0| A bare backed climber is attached to the rock face on a pink safety rope .;
1478268555.jpg| 1| a lone rock climber in a harness climbing a huge rock wall .;
1478268555.jpg| 2| A man wearing no shirt climbs a steep cliff .;
1478268555.jpg| 3| A man is rock crawling up a rock wall;
1478268555.jpg| 4| man with no shirt on climbing rocks;
1479679558.jpg| 0| This is a small creek surrounded by autumn leaves that have fallen and bare trees .;
1479679558.jpg| 1| A river is winding through a wooded area that is heavily leaf covered .;
1479679558.jpg| 2| A narrow stream runs between leaf-covered hills .;
1479679558.jpg| 3| A small brook meanders through the autumn woods .;
1479679558.jpg| 4| A creek winds through the woods .;
148774287.jpg| 0| A bald dark-skinned man in a purple tank top and jeans works with another man next to a blue bucket .;
148774287.jpg| 1| Two young black men in blue jeans sit in front of a hammock .;
148774287.jpg| 2| An African man is working with a wooden machine .;
148774287.jpg| 3| Two men sitting and smoking cigarettes .;
148774287.jpg| 4| Two men are sitting in a sandy area .;
1489286545.jpg| 0| A man sits on a bench holding his dog and looking at the water .;
1489286545.jpg| 1| A man holding a dog sitting on a bench overlooking a lake .;
1489286545.jpg| 2| A man and a dog sit on a bench near a body of water .;
1489286545.jpg| 3| A man and his dog watch the sunset from a bench .;
1489286545.jpg| 4| a man holds his dog near a pond .;
150725531.jpg| 0| A young girl in pink pants with white polka dots is studying something in her hand as she sits in a lush forest .;
150725531.jpg| 1| A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest .;
150725531.jpg| 2| A small child is sitting in a wooded area surrounded by green plants and leaves .;
150725531.jpg| 3| A little blond girl sits on a trail to examine something more closely .;
150725531.jpg| 4| A young girl is exploring the woods .;
1512770347.jpg| 0| A woman with a hammer watches as a man levels a picture of a tree being hung on the wall .;
1512770347.jpg| 1| A man in a collared shirt putting a framed painting on a red wall .;
1512770347.jpg| 2| An Asian man hanging a framed photograph while a woman watches .;
1512770347.jpg| 3| Man hangs up picture of tree as woman looks on .;
1512770347.jpg| 4| A man is hanging a picture of a tree .;
152809468.jpg| 0| A dark colored bird sitting on a branch of a tree .;
152809468.jpg| 1| A brown bird is sitting on a tree branch .;
152809468.jpg| 2| A bird is perched on a tree branch .;
152809468.jpg| 3| A brown bird sitting on a branch .;
152809468.jpg| 4| A bird is sitting in a tree .;
1529044279.jpg| 0| People with small children on a brick ground , one man points to something for a child to see .;
1529044279.jpg| 1| A young girl and an older gentleman hold hands as he points to something off frame .;
1529044279.jpg| 2| A group of adults and children , with one man pointing at something off-camera .;
1529044279.jpg| 3| A man holding a little girl hand bends over and points something to her .;
1529044279.jpg| 4| A crowded street in Europe .;
1534524182.jpg| 0| A man is riding in a blue kayak in the ocean .;
1534524182.jpg| 1| A man in a blue canoe paddling in the ocean .;
1534524182.jpg| 2| A man in a blue kayak paddles in water .;
1534524182.jpg| 3| A man on the river in a blue kayak;
1534524182.jpg| 4| A man is kayaking in the ocean .;
1536774449.jpg| 0| A very large group of people stand outdoors under the beautiful clouds .;
1536774449.jpg| 1| A crowd of people are gathered with a sky scene in the background .;
1536774449.jpg| 2| A boxy building , A group of trees , a church at sunset .;
1536774449.jpg| 3| Large crowd of people gathered together .;
1536774449.jpg| 4| A crowd of people at an outdoor event;
1579198375.jpg| 0| Woman singing with a microphone next to a person playing guitar .;
1579198375.jpg| 1| A woman sings into a microphone by a guy playing a guitar .;
1579198375.jpg| 2| A woman sings in a club with a guitarist behind her .;
1579198375.jpg| 3| A female performer singing with her band .;
1579198375.jpg| 4| A band performs in a dimly lit setting .;
1579291454.jpg| 0| Three men , two dressed in white and another in black vestments with a gold cross , address a crowd .;
1579291454.jpg| 1| One man in a white robe with a microphone is reading off a sheet of paper to a crowd of people .;
1579291454.jpg| 2| A man is reading off a sheet of paper to a crowd while another man in white stands beside him .;
1579291454.jpg| 3| Two men in white robes standing in front of a crowd of people .;
1579291454.jpg| 4| Priests reading prayers from note cards .;
1587652280.jpg| 0| A large group of middle-school aged children with backpacks , walking on a paved hillside pathway .;
1587652280.jpg| 1| A group of children are walking on a trail near a green wooded area .;
1587652280.jpg| 2| A group of school children walk up a country path in autumn .;
1587652280.jpg| 3| A crowd of children is walking up a path in the countryside .;
1587652280.jpg| 4| Young children follow an old cement path .;
1597557856.jpg| 0| A golden retriever is excitedly greeting a woman as a little dog walks towards the camera .;
1597557856.jpg| 1| A tan dog jumping up at a woman in a skirt and a black and tan dog walking away .;
1597557856.jpg| 2| a brown dog is jumping up at a woman who is wearing a brown skirt .;
1597557856.jpg| 3| One dog is jumping at the lady while the other walks away .;
1597557856.jpg| 4| A yellow dog jumps to greet a woman .;
162060045.jpg| 0| A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection , doing something with a stick .;
162060045.jpg| 1| A worker wearing a bright vest and black clothes is picking up trash on the ground while people cross the street behind him .;
162060045.jpg| 2| A construction worker crouched and working on a busy street wearing a bright vest .;
162060045.jpg| 3| A man in a high-visibility vest cleans up trash at an intersection .;
162060045.jpg| 4| A person in a yellow safety vest kneeling in the street .;
166283675.jpg| 1| Shirtless guy staring off in the distance while three woman are walking past a crowd sitting outside a cafe .;
166283675.jpg| 2| A shirtless man and three women walk outside near a street cafe .;
166283675.jpg| 3| Four people dressed for warm weather out on a street walking .;
166283675.jpg| 4| These people are walking in a crowd of people .;
166321259.jpg| 0| There is a street with people walking and walking their bikes , in particular one man in the forefront who have a black cowboy hat and black clothing on and a handlebar mustache .;
166321259.jpg| 1| A long-haired man wearing a black t-shirt and shorts walks down a pedestrian street , with other pedestrians and storefronts in the background .;
166321259.jpg| 2| A man with long brown hair , wearing all black , and a fanny pack , walks down a road .;
166321259.jpg| 3| Man with long dark hair and mustache walks down the street in shorts and cowboy hat .;
166321259.jpg| 4| A man with long hair and sandals walking down a foot path .;
166507476.jpg| 0| The two reptiles are standing on their back legs near deep water .;
166507476.jpg| 1| Two oriental lizards are fighting for dominance in a small pond;
166507476.jpg| 2| The iguanas wrestled along the rocky water bank .;
166507476.jpg| 3| Two lizards fight in the water .;
166507476.jpg| 4| Two lizards fighting .;
166779879.jpg| 0| A baby sleeping on man who is sitting in front of a table covered with food with other people .;
166779879.jpg| 1| A family and friends sit to eat at a table filled with many bowls of great food .;
166779879.jpg| 2| Four people are sitting behind a table full of food .;
166779879.jpg| 3| A family getting ready to eat a large meal .;
166779879.jpg| 4| This family is having dinner .;
167295035.jpg| 0| A climber wearing a white helmet is perched on the side of a rock face .;
167295035.jpg| 1| The man in a blue shirt , wearing a helmet , is readying to climb .;
167295035.jpg| 2| a lone climber wearing a white helmet climbing a wall .;
167295035.jpg| 3| A man wearing blue climbs a steep cliff .;
167295035.jpg| 4| The rock climber looks down from above .;
1683444418.jpg| 0| A man in a camouflage tank top standing next to a man in a gray t-shirt with a fountain in the background .;
1683444418.jpg| 1| Two man standing in front of a huge fountain with several background people .;
1683444418.jpg| 2| Two men standing in front of fountain while other people sit on the grass;
1683444418.jpg| 3| Two men are posing for a photograph in front of a fountain in a city .;
1683444418.jpg| 4| Two men are standing in front of a fountain smiling .;
1714316707.jpg| 0| Child standing in a snowy landscape pulling down a snow-covered tree branch .;
1714316707.jpg| 1| A boy in a red jacket smacks a snow covered tree with a stick .;
1714316707.jpg| 2| A person in a red jacket stands under a snow-covered tree .;
1714316707.jpg| 3| A child stands underneath a snow-covered tree .;
1714316707.jpg| 4| A little boy shakes the snow off of a tree .;
1733825113.jpg| 1| Several people stand with umbrellas near the corner of a white brick building .;
1733825113.jpg| 2| Two men are waiting on the street corner though it is raining .;
1733825113.jpg| 3| A man in a gray suit holds an umbrella on a street corner .;
1733825113.jpg| 4| walking down street on a rainy day .;
174217492.jpg| 0| A man with a blue and yellow bowler hat on is speaking into a headset microphone , while holding a rope .;
174217492.jpg| 1| A white male entertainer on the street wearing a black shirt and blue hat with a yellow stripe .;
174217492.jpg| 2| A man wearing a microphone and a blue and yellow hat , has something green in his hand .;
174217492.jpg| 3| A man with a bowler hat and a microphone headset fiddling with green linear objects .;
174217492.jpg| 4| A man with a hat and headset holding a green rope .;
1775007639.jpg| 0| A dark-haired lady in a yellow skirt is weaving material on a loom with a baby in a sling with her mom and others watch in the background .;
1775007639.jpg| 1| A woman weaving a striped piece of cloth with others in the background .;
1775007639.jpg| 2| A woman in a dark blue T-shirt is weaving a striped piece of material .;
1775007639.jpg| 3| A woman in a yellow skirt weaves fabric .;
1775007639.jpg| 4| A lady siting on her porch working .;
1785224814.jpg| 0| People are waiting in line to order food , while others are walking away with their food .;
1785224814.jpg| 1| People ordering and picking up food at a restaurant window .;
1785224814.jpg| 2| A crowd of people of different ages at a food stand .;
1785224814.jpg| 3| Several people are ordering food at a window .;
1785224814.jpg| 4| Customers standing in line at a food court .;
179081851.jpg| 0| A young child with brown hair looks over the shoulder of a woman .;
179081851.jpg| 1| A young child being hugged by a woman with light brown hair .;
179081851.jpg| 2| A little girl is looking over someones shoulder .;
179081851.jpg| 3| a baby girl crying in the shoulder of her mother;
179081851.jpg| 4| A child looks over her mother 's shoulder .;
1794098993.jpg| 0| Several young children in Halloween costumes watching an outdoor event .;
1794098993.jpg| 1| children dressed in Halloween costumes are enjoying a performance .;
1794098993.jpg| 2| trick or treaters are sitting on the side of a porch .;
1794098993.jpg| 3| Several kinds and adults sit on a porch at night;
1794098993.jpg| 4| Four little kids in cute outfits sitting down .;
179686689.jpg| 0| Two people have paused near a table and chairs to examine something at their feet in front of a tudor style building .;
179686689.jpg| 1| Three people are looking at the ground near a table and several chairs .;
179686689.jpg| 2| A man crouching outside a house while two other people look on .;
179686689.jpg| 3| Three people looking at a chair in the front yard .;
179686689.jpg| 4| 2 people bowing down to their home .;
1801697440.jpg| 0| A man in a white tank shirt holds a laptop while sitting next to a white column with a statue on top of it .;
1801697440.jpg| 1| A man in a white tank top using a laptop sitting next to a tall pillar with a statue on top of it .;
1801697440.jpg| 2| A young man in a white tank top views a laptop on a stone bench .;
1801697440.jpg| 3| A man in a white tank top sitting down looking at a laptop .;
1801697440.jpg| 4| A man in white shit uses laptop nest to a large monument .;
18056405.jpg| 0| A man dressed in black is sitting on a seat in the subway station that has an opened black umbrella laying on the ground .;
18056405.jpg| 1| A man wearing all black sits on a wooden bench and reads , his umbrella is open nearby on the ground .;
18056405.jpg| 2| A man in the subway waits with his wet umbrella for the next train .;
18056405.jpg| 3| A man sitting down reading in the subway station .;
18056405.jpg| 4| Man sitting on a bench , reading a book .;
1809926566.jpg| 0| A group of young girls on sitting on the wooden floor in a large room .;
1809926566.jpg| 1| Several young girls are sitting on the ground in a dance studio;
1809926566.jpg| 2| a group of children sitting on the floor at a dance class .;
1809926566.jpg| 3| A group of girls is sitting in the dance studio .;
1809926566.jpg| 4| A group of young girls in a dance studio .;
185961883.jpg| 0| Three men , two wearing white shirts , one wearing blue , sitting in chairs around a table drinking a few beers .;
185961883.jpg| 1| Three males are sitting while 2 of them have beers on a table .;
185961883.jpg| 2| Three guys are sitting around a stand with two beers on it .;
185961883.jpg| 3| Three young men lounge while drinking beer from bottles .;
185961883.jpg| 4| Three men in a living room having a discussion .;
1867334641.jpg| 0| A crowd of people , some with white faces , walk through a hallway while carrying photos and crosses .;
1867334641.jpg| 1| A group of people form a procession , several of them holding signs with photographs on them .;
