1051290485.jpg| 4| Two girls crouch in front of a garden of small shrubbery .;
1065831604.jpg| 0| A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement .;
1065831604.jpg| 1| Many men ride their bicycles through some puddles around a curve during a race .;
1065831604.jpg| 2| Group of bicyclers rounding a corner with water spraying up from their wheels .;
1065831604.jpg| 3| Bikers in a bike race take a sharp left turn .;
1065831604.jpg| 4| Several bike riders compete in a competition .;
108149945.jpg| 0| Two men shoveling snow off a railroad track dressed in bright orange snowsuits .;
108149945.jpg| 1| Two men in orange coveralls shovel snow off railroad tracks .;
108149945.jpg| 2| Two men in hats and orange uniforms are shoveling snow .;
108149945.jpg| 3| Men at work shoveling snow from a rail track .;
108149945.jpg| 4| Emergency workers clearing the path .;
110590591.jpg| 0| People are standing around an American flag that is spread out , facing the wrong direction .;
110590591.jpg| 1| Four people are holding an american flag in the middle of a bunch of people .;
110590591.jpg| 2| A parade of people walk the street carrying the American flag .;
110590591.jpg| 3| A group of people spread out an American flag for all to see .;
110590591.jpg| 4| A group of people surrounding the American flag .;
112550433.jpg| 0| A woman in an orange top and black sweatpants jumps up with her arms out in front of the ocean on the beach .;
112550433.jpg| 1| A woman in an orange shirt is taking part in physical activity on the beach .;
112550433.jpg| 2| A woman dancing on the beach , with the ocean in the background .;
112550433.jpg| 3| A female works out near the ocean side .;
112550433.jpg| 4| A pretty girl dancing on a beach .;
114052371.jpg| 0| This is a teen or young adult with braids in their hair sitting in a chair with a yellow pillow in their lap .;
114052371.jpg| 1| A white , young man in dreadlocks and a green kilt is sitting on a couch smiling .;
114052371.jpg| 2| A boy with dreds in his hair and wearing a kilt sitting in a chair .;
114052371.jpg| 3| A female with dreadlocks sits down and holds a pillow .;
114052371.jpg| 4| A man in a green kilt is relaxing on the sofa .;
1212131969.jpg| 0| A boy watches a woman walking amidst many concrete boxes .;
1212131969.jpg| 1| A young boy watching a woman walk though blocks .;
1212131969.jpg| 2| People wander a surreal maze like sculpture .;
1212131969.jpg| 3| A girl and a guy sitting on large cubes .;
1212131969.jpg| 4| A boy is sitting on rectangular blocks .;
121335612.jpg| 0| An elderly man kayaking in a body of water with a cute bird on the corner of his little boat .;
121335612.jpg| 1| A fisherman is inside of a boat rowing while a bird is perched on the front of his boat .;
121335612.jpg| 2| A man wearing yellow and white uses oars to row his red boat in the water .;
121335612.jpg| 3| A man standing up in a rowboat with a bird perched on the boat .;
121335612.jpg| 4| A man in a yellow jumpsuit rowing a boat with a bird in front .;
122189647.jpg| 0| Three men with yellow vests doing work on the side of a street with three blue and white trucks nearby .;
122189647.jpg| 1| Three men wearing bright yellow vests work on a road .;
122189647.jpg| 2| Several man are digging a hole in the street .;
122189647.jpg| 3| city workers fixing concrete on a road .;
122189647.jpg| 4| three men work on the street .;
123314995.jpg| 0| A man holding another man by the back of the head about to punch him in the face .;
123314995.jpg| 1| A man in red shirt displays his fighting technique on another man in gray shirt .;
123314995.jpg| 2| One man holds another man 's head down and prepares to punch him in the face .;
123314995.jpg| 3| A man stands in striking position while holding his opponent 's head .;
123314995.jpg| 4| A strong man is hitting to a person .;
1248747267.jpg| 3| A man and a woman are holding a sign that says teaching children .;
1248747267.jpg| 4| A couple holds a sign that reads Teaching children for peace .;
1258371874.jpg| 0| Two individuals on a beach jumping up with their arms and legs spread wide open .;
1258371874.jpg| 1| A man and woman jump simultaneously in the shallow water of a beach .;
1258371874.jpg| 2| two people do jumping jacks on the beach;
1258371874.jpg| 3| A man and woman on a beach , jumping .;
1258371874.jpg| 4| 2 kids are jumping on the beach .;
126238618.jpg| 0| Man dressed in coat , scarf , and hat painting a picture of a building on an easel in the streets .;
126238618.jpg| 1| A man , standing outside on a city street , is painting a picture of a house .;
126238618.jpg| 2| A man wearing a beanie painting a realistic portrait of a building .;
126238618.jpg| 3| A man is painting on a sidewalk in the city .;
126238618.jpg| 4| A man is painting on a city street .;
126772535.jpg| 0| bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in clear cup containers;
126772535.jpg| 1| A man is a white lab coat with safety glass pouring liquid from one glass to another while a woman looks on .;
126772535.jpg| 2| Man wearing protective eye gear performs a science experiment while woman watches .;
126772535.jpg| 3| man with goggles and robe pouring items from glass and boy looks on;
126772535.jpg| 4| Two scientists pouring fluid from one beaker to another .;
127257426.jpg| 0| A young girl jumping off a concrete block , with her arms and hands in the air , above her head .;
127257426.jpg| 1| A girl in cargo pants and a green shirt jumps in front of a square stone .;
127257426.jpg| 2| A girl jumping up in the air with her hands above her head .;
127257426.jpg| 3| A girl in a green shirt jumps in the air .;
127257426.jpg| 4| A young girl jumping up and down .;
128396110.jpg| 0| A couple enjoy a beautiful day bicycling on a bike trail wearing bicycling safety helmets and gloves .;
128396110.jpg| 1| A man wearing a black helmet and a girl wearing a pink helmet are cycling together .;
128396110.jpg| 2| Two cyclist a man and a woman enjoy a leisurely bike ride on the cobblestone path .;
128396110.jpg| 3| A couple , wearing helmets and backpacks , ride their bikes down a brick road .;
128396110.jpg| 4| A man and a woman ride bikes next to each other on a road made of bricks .;
129662899.jpg| 0| A man with sunglasses , a red hat and peach coveralls stands next to a large rope wound around a large spool .;
129662899.jpg| 1| Man with his hat on backwards wearing an orange suit with his hand on a spindle with large rope .;
129662899.jpg| 2| A man in an orange jumpsuit rests a hand on a very large reel of thick rope .;
129662899.jpg| 3| A man in a jumpsuit and hat tends to a large spool of rope .;
129662899.jpg| 4| One man is rolling in an anchor for a boat .;
129860826.jpg| 0| A security officer with a tiny face and big glasses leans on a metal gate looking into the camera .;
129860826.jpg| 1| Outside a building , a uniformed security guard looks at the camera from behind a fence .;
129860826.jpg| 2| A customs officer leaning on a bike rack outside of an office building .;
129860826.jpg| 3| An officer squints directly at the camera as he leans on a metal bar .;
129860826.jpg| 4| Park Ranger looking very stern today;
1306038218.jpg| 0| Two soccer players , one from a team wearing red and the other wearing white , are both going for the soccer ball , while people on the bleachers watch .;
1306038218.jpg| 1| Two boys , one in a red and one in a white uniform , fight for control over the ball during a soccer match .;
1306038218.jpg| 2| People sitting on bleachers are watching a men 's soccer game .;
1306038218.jpg| 3| Two men on different soccer teams are playing for the ball .;
1306038218.jpg| 4| Two soccer players going after the same ball .;
1312020846.jpg| 0| Two small puppies run along the edge of a stone wall nearby a heavily foliaged area .;
1312020846.jpg| 1| Two little puppies chase each other on a stone wall .;
1312020846.jpg| 2| Two puppies run across flat stones in garden area .;
1312020846.jpg| 3| two small tan puppies walking on a stone path;
1312020846.jpg| 4| Two puppies walking on stones .;
1329832826.jpg| 0| This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .;
1329832826.jpg| 1| People stand on a street corner at dusk , with a pharmacy in the background .;
1329832826.jpg| 2| People waiting to cross the street in front of a pharmacy with lit up sign .;
1329832826.jpg| 3| Some people look to cross the street in front of a drug store .;
1329832826.jpg| 4| People stand outside of the Rite Aid pharmacy on Broadway .;
1335877200.jpg| 0| A crowd of people are standing on a train platform are unconcerned as a train passes them by .;
1335877200.jpg| 1| A group of people wait at a platform while a train passes them .;
1335877200.jpg| 2| A group of people are waiting for the incoming subway train .;
1335877200.jpg| 3| A group of business people stand at a train station .;
1335877200.jpg| 4| Commuters in a busy city wait for a train .;
1344692842.jpg| 0| In a martial arts demonstration a man with two swords faces a woman with a Chinese spear .;
1344692842.jpg| 1| Two people a man and a woman on stage demonstration the martial arts to a crowd .;
1344692842.jpg| 2| Two martial artists face off - one holding swords , the other holding a spear .;
1344692842.jpg| 3| A competition match between two martial arts fighters .;
1344692842.jpg| 4| A man with swords battling a female with a spear .;
1346095724.jpg| 0| A man preparing to cook fish for his visitors during a local town event organized by nike company .;
1346095724.jpg| 1| A man in a fish market is cutting swordfish into steaks .;
1346095724.jpg| 2| A man with a red and black shirt sells fish .;
1346095724.jpg| 3| A man is butchering swordfish .;
1346095724.jpg| 4| A man chops up swordfish .;
1350936809.jpg| 0| A person sitting on a ledge with a letter in their hands .;
1350936809.jpg| 1| Man sitting in the shadows on the steps of a building .;
1350936809.jpg| 2| A man wearing sandals is sitting on the stoop .;
1350936809.jpg| 3| A man sits on steps in the shadows .;
1350936809.jpg| 4| A man is sitting on his front step .;
1351939717.jpg| 0| People gather around a table with many red , white , and blue decorations around in the spacious tent .;
1351939717.jpg| 1| A group of people seated at a picnic table under a tent space decorated with flags and stars .;
1351939717.jpg| 2| A group of people sitting in white plastic chairs are having a picnic .;
1351939717.jpg| 3| A group of people sits at a picnic table in a white tent .;
1351939717.jpg| 4| Friends or family joined together at a barbecue .;
1355833561.jpg| 0| A man in an orange jacket playfully tosses a small girl into the air on an empty stretch of beach on an overcast day .;
1355833561.jpg| 1| At a beach , a man in an orange vest tosses a young child into the air .;
1355833561.jpg| 2| A man in an orange vest tossing a child into the air on the beach;
1355833561.jpg| 3| A child is being thrown in the air playfully .;
1355833561.jpg| 4| A man throws a small child up in the air .;
135608578.jpg| 0| A group of children that are either sitting or standing in a line , while two are holding a round object .;
135608578.jpg| 1| Young adults wearing red , yellow , and black shirts in a straight line perform a sketch .;
135608578.jpg| 2| A group of children dance and play instruments under colored lights .;
135608578.jpg| 3| Group of kids doing a performance .;
135608578.jpg| 4| a group of people on stage;
135980645.jpg| 0| A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries .;
135980645.jpg| 1| Two women with short hair are facing each other and the blond one is talking .;
135980645.jpg| 2| Two woman , one of which is cleaning her knife , are talking in the kitchen .;
135980645.jpg| 3| Two women in white t-shirts , one holding a knife slicing a pastry .;
135980645.jpg| 4| Woman in white top chats while slicing bread .;
1365040902.jpg| 0| A man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background .;
1365040902.jpg| 1| An unshaven man with a serious look is standing in front of a parking meter on the sidewalk .;
1365040902.jpg| 2| The man with the goatee and black shirt is walking along the street .;
1365040902.jpg| 3| A man in a black t-shirt is standing next to a parking meter .;
1365040902.jpg| 4| A man in a t-shirt stands next to a parking meter .;
136693281.jpg| 0| A father and daughter holding a young tree upright , ready to be planted , as the son stands to their side wielding a shovel .;
136693281.jpg| 1| A father-figure and two children outside their home doing yard work such as using a hoe on the grass and planting a tree .;
136693281.jpg| 2| A man and a little girl in a grassy area are planting a tree while a little boy off to the side is holding a hoe .;
136693281.jpg| 3| Two small children with older man plating a tree .;
136693281.jpg| 4| A man and two children are planting a tree .;
1367685772.jpg| 0| A baby in a blue outfit , wrapped in a blanket , is sucking on her pacifier while laying down .;
1367685772.jpg| 1| A young baby wearing blue sleepwear has a pacifier in his mouth and is sleeping .;
1367685772.jpg| 2| A baby sleeping with a green Binky in its mouth .;
1367685772.jpg| 3| A baby wrapped in a blanket sleeps .;
1367685772.jpg| 4| A baby taking a long nap .;
1379026456.jpg| 0| A man with headphones on is looking at a computer screen while sitting at a table .;
1379026456.jpg| 1| A young man with headphones looking at a Macintosh laptop computer .;
1379026456.jpg| 2| A man sits at a table in front of a computer wearing headphones .;
1379026456.jpg| 3| A young man is sitting at a table with a laptop and earphones .;
1379026456.jpg| 4| Man sitting with headphones at a laptop .;
1386964743.jpg| 0| Small child with black hair standing in car track near sunflowers .;
1386964743.jpg| 1| a boy is playing with a camera whilst standing on a dirt track .;
1386964743.jpg| 2| A young child stands in a path in a field of sunflowers .;
1386964743.jpg| 3| a kid standing in the middle of a dirt road;
1386964743.jpg| 4| A child in a field .;
13880312.jpg| 0| A woman in a black graduation robe is standing in a crowd .;
13880312.jpg| 1| The blond woman is wearing graduation robes .;
13880312.jpg| 2| A woman at graduation without a cap on .;
13880312.jpg| 3| Woman standing at a graduation event .;
13880312.jpg| 4| People are at a graduation .;
1388346434.jpg| 0| A man , leaning against a concrete wall with his arms resting on top , looks over a balcony .;
1388346434.jpg| 1| A man with a white mustache stands on a balcony looking at the road below .;
1388346434.jpg| 2| A man with gray hair and a plaid shirt looks out over a balcony .;
1388346434.jpg| 3| An elder man overlooks a balcony facing a street .;
1388346434.jpg| 4| Man leaning on ledge of a balcony .;
1393707375.jpg| 0| Two girls appear to be playing a very competitive chess game with each other .;
1393707375.jpg| 1| Two women with dark hair play chess at a table while standing .;
1393707375.jpg| 2| Two people contest a game of chess on a wooden table .;
1393707375.jpg| 3| Two young ladies play chess in a restaurant .;
1393707375.jpg| 4| Two girls play chess in a restaurant .;
1404471863.jpg| 0| A young gentlemen with a blue tie talking into a microphone .;
1404471863.jpg| 1| A young man in a suit and tie is talking into a microphone .;
1404471863.jpg| 2| A young man in a suit is holding a microphone .;
1404471863.jpg| 3| Man in formal wear giving a speech .;
1404471863.jpg| 4| Young man using a microphone .;
1412318227.jpg| 0| A man wearing a green shirt with white stripes is playing the drums;
1412318227.jpg| 1| A man in a green striped shirt drums furiously .;
1412318227.jpg| 2| A man in a striped shirt plays the drums .;
1412318227.jpg| 3| A man playing drums at a concert .;
1412318227.jpg| 4| A man is playing the drums .;
1413956047.jpg| 0| Three men posing with scenic mountains in the background;
1413956047.jpg| 1| These three young men are standing on a mountaintop .;
1413956047.jpg| 2| Three men standing in front of a mountain peak .;
1413956047.jpg| 3| Three men are standing on top of a mountain .;
1413956047.jpg| 4| Three are standing on a mountain .;
141755290.jpg| 0| A vendor in all pink and red clothing is preparing her wears while looking forward .;
141755290.jpg| 1| A woman wearing a floral necklace makes a drink and smiles .;
141755290.jpg| 2| A woman in an red tracksuit squeezing lemons in a press .;
141755290.jpg| 3| The lady is selling freshly squeezed lemonade .;
141755290.jpg| 4| The woman is squeezing juice to make drinks .;
1420461308.jpg| 0| A group of five young people are sitting and relaxing on some stairs .;
1420461308.jpg| 1| Teenagers wearing jeans and sweatshirts are sitting on steps .;
1420461308.jpg| 2| Five teenagers sitting on concrete steps .;
1420461308.jpg| 3| People are sitting and lying on steps .;
1420461308.jpg| 4| A group of youths sit on a staircase .;
1421047822.jpg| 0| A clown wearing a red nose and black hat with a powdered white face and an asian man wearing sunglasses rest their hands on their chins .;
1421047822.jpg| 1| A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously .;
1421047822.jpg| 2| A clown and a average looking man with sunglasses looking perplexed .;
1421047822.jpg| 3| A man in sunglasses poses next to a man dressed as a clown .;
1421047822.jpg| 4| A man beside a clown with other people in the background .;
1425069308.jpg| 0| Two dogs in a family room are playing , one is catching a ball in its mouth .;
1425069308.jpg| 1| A dog on two legs with its mouth opened toward a blue ball in the air .;
1425069308.jpg| 2| A white dog jumps to catch a blue ball in a living room .;
1425069308.jpg| 3| The dog is jumping in the air to catch a ball .;
1425069308.jpg| 4| A white dog catching a blue ball;
1425919702.jpg| 0| A crowd of people are sitting in seats in a sports ground bleachers .;
1425919702.jpg| 1| A group of people sit watching an event behind a Tim hortons sign .;
1425919702.jpg| 2| Two men wearing hats are shown at the front of a crowd of people .;
1425919702.jpg| 3| People wait patiently in the seats for the show to begin .;
1425919702.jpg| 4| a group of people sitting at a sporting event .;
143149186.jpg| 0| A man in a hard hat is driving a large piece of yellow CAT construction equipment .;
143149186.jpg| 1| A worker in a white hard hat and yellow vest operates a yellow bulldozer .;
143149186.jpg| 2| A man wearing a yellow safety vest and hard hat is driving a tractor .;
143149186.jpg| 3| A middle-aged man working in construction on CAT brand machinery .;
143149186.jpg| 4| Man in yellow vest and hard hat operates heavy loading machinery .;
1432734769.jpg| 0| Woman wearing a striped blouse sits among other women .;
1432734769.jpg| 1| Four women sit looking at something beyond the camera .;
1432734769.jpg| 2| Three older Asian women are sitting on the ground .;
1432734769.jpg| 3| Asian women sitting around enjoying themselves .;
1432734769.jpg| 4| Three women smiling and sitting down .;
1434090555.jpg| 0| A group of four young people are sitting with their backs to the camera looking out over a body of water .;
1434090555.jpg| 1| A small group of people are sitting on the bank of a large body of water in the grass .;
1434090555.jpg| 2| Four people are sitting on the beach , looking out towards the ocean .;
1434090555.jpg| 3| Four friends sit on a grassy hill by a beach , looking at the ocean .;
1434090555.jpg| 4| A group of friends looking out to sea .;
144328407.jpg| 0| A woman wearing a white hat , white top , and orange skirt is jumping in front of some trees .;
144328407.jpg| 1| Woman dressed in sandals , skirt and hat jumping in front of a blooming lilac bush .;
144328407.jpg| 2| A woman in a blue hat and yellow skirt is jumping in an area with lilacs .;
144328407.jpg| 3| A woman wearing a yellow blouse is jumping up in the air in a park .;
144328407.jpg| 4| A woman is dancing in front of a shrub .;
146903144.jpg| 0| Aid big guy wearing an orange jumpsuit is talking to a skinny lady who 's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash;
146903144.jpg| 1| A portly man in an orange jumpsuit standing next to a woman in gray on the highway with a motorcycle laying on its side in the middle of the highway .;
146903144.jpg| 2| A man and a woman are standing in the middle of the highway looking at motorcycles on the road as traffic is passing .;
146903144.jpg| 3| People are standing on a freeway where a motorcycle accident has just occurred .;
146903144.jpg| 4| Two people standing in a road with a crashed motorcycle .;
147966138.jpg| 0| An elderly man and women walk together past a jewelery store on the sidewalk .;
147966138.jpg| 1| An older couple is walking past a Jewelry store on a sunny day .;
147966138.jpg| 2| Two elderly people are walking down the street on a sunny day .;
147966138.jpg| 3| Two older people walking down a busy street on a sunny day;
147966138.jpg| 4| An elderly couple walks together .;
149149251.jpg| 0| Two men ; one in a blue shirt and ball cap , and the other in a white shirt playing frisbee on a field near an airport .
149149251.jpg| 1| A guy in a blue vest lunging at a guy in a white shirt on a sporting field .;
149149251.jpg| 2| Two men play a frisbee game near an airport .;
149149251.jpg| 3| Two male opponents play ultimate frisbee .;
149149251.jpg| 4| Two men fighting while playing frisbee .;
15019062.jpg| 0| A woman with a chain around her neck leans before a small girl playing a game of Jenga while others watch on .;
15019062.jpg| 1| Man in straight jacket trying to get loose , standing in front of child with Jenga blocks .;
15019062.jpg| 2| Person escapes straitjacket and chains while a child looks on .;
15019062.jpg| 3| Man escaping a straitjacket while many people watch .;
15019062.jpg| 4| A group gathers to watch a street performer .;
150582765.jpg| 0| A girl wearing a pink hoodie looks through her camera .;
150582765.jpg| 1| Woman with red curly hair taking pictures outside .;
150582765.jpg| 2| A young woman in a pink hoodie takes a picture .;
150582765.jpg| 3| A woman takes a picture during the day .;
150582765.jpg| 4| A woman in pink taking a picture .;
1509274237.jpg| 0| A woman in a long white dress and white boots is walking along a stone structure with white stone columns .;
1509274237.jpg| 1| A woman with a blue purse and short white boots is walking outdoors near some columns .;
1509274237.jpg| 2| A woman in a white , striped dress and white boots , walking along a marble platform .;
1509274237.jpg| 3| A woman walks on a sidewalk wearing a white dress with a blue plaid pattern .;
1509274237.jpg| 4| A girl in a plaid dress is walking on a sidewalk next to a stone building .;
1522291943.jpg| 0| Three men are working on scaffolding on the side of a building .;
1522291943.jpg| 1| Three construction workers are working on a scaffolding .;
1522291943.jpg| 2| Construction workers work on an unfinished building .;
1522291943.jpg| 3| Three men on a scaffold erected outside a building .;
1522291943.jpg| 4| Two construction workers standing on scaffolding .;
1533470077.jpg| 0| A man in a blue work uniform is working on a blue bus on a lift .;
1533470077.jpg| 1| A mechanic is working on the underside of a bus that is lifted .;
1533470077.jpg| 2| A mechanic in blue coveralls works on a bus .;
1533470077.jpg| 3| A bus being worked on by a mechanic .;
1533470077.jpg| 4| A mechanic working on a bus .;
1574401950.jpg| 0| A child jumps over the slide portion of playground equipment shaded by trees .;
1574401950.jpg| 1| A little boy in a striped shirt jumps from a blue slide .;
1574401950.jpg| 2| A boy jumps from the top of a blue plastic slide .;
1574401950.jpg| 3| A little boy is jumping off the top of a slide .;
1574401950.jpg| 4| A young boy jumps on a slide in a backyard .;
1577697374.jpg| 1| A woman measuring her height at pumpkin character ruler while a child looks on .;
1577697374.jpg| 2| A child watching her mom measure herself against a tomato holding a ruler .;
1577697374.jpg| 3| A woman with a young girl is standing next to a measuring stick .;
1577697374.jpg| 4| A little girl observes how tall her adult friend is .;
1580671272.jpg| 0| Gray horse wearing blue cover eating from a orange bucket held by a person in a green shirt .;
1580671272.jpg| 1| A young boy is feeding a horse some hay from an orange bucket .;
1580671272.jpg| 2| A man feeding a horse wearing a blue strapped blanket .;
1580671272.jpg| 3| A man holds feed for a horse in a blue blanket .;
1580671272.jpg| 4| A boy holds a red bucket up to a pony .;
1581822598.jpg| 0| A dog jumps in the snow trying to catch a snowball .;
1581822598.jpg| 1| A dog trying to catch a snowball in the snow .;
1581822598.jpg| 2| A dog tries to catch a snowball in its mouth .;
1581822598.jpg| 3| A brown and black dog playing in the snow .;
1581822598.jpg| 4| Dog jumps to catch a snowball .;
160394722.jpg| 0| A little boy is squatting down looking at colorful pieces of paper while grownup look on .;
160394722.jpg| 1| A child is putting together a large world puzzle map while grownups watch .;
160394722.jpg| 2| A little boy trying to put together a floor puzzle of the Unites States .;
160394722.jpg| 3| A group of people is doing a project for a volunteer organization .;
160394722.jpg| 4| a small boy holding pieces of a map while volunteers watch .;
162152393.jpg| 0| A girl sits on a ledge by the beach , rainbow flags on poles fly in the background .;
162152393.jpg| 1| a woman sitting on a wall with several multicolored flags behind her;
162152393.jpg| 2| A person is sitting on a wall beside the beach .;
162152393.jpg| 3| A girl on a beach with rainbow flags .;
162152393.jpg| 4| Woman at kite festival on boardwalk;
1624481.jpg| 0| Many army men in a line holding guns in green suits walking down a concrete road with a big building in the background .;
1624481.jpg| 1| WWII Victory Day parade with soldier marching down street , dressed in vintage gear and holding rifles .;
1624481.jpg| 2| Soldiers march in their olive drab uniforms carrying weapons from the WWII era .;
1624481.jpg| 3| Four soldiers are walking , and talking to each other while holding weapons .;
1624481.jpg| 4| 4 guys in Army fatigue walking down street;
1629549272.jpg| 0| A young woman leads a group of French youth in a protest chant against Sarkozy;
1629549272.jpg| 1| A crowd of possible supporters or protesters holding signs and fliers up .;
1629549272.jpg| 2| These people are demonstrating for their leader .;
1629549272.jpg| 3| People are holding signs and marching .;
1629549272.jpg| 4| Protesters gather together in France .;
1659358141.jpg| 0| A brown dog walks in the grass with its tongue hanging out .;
1659358141.jpg| 1| A gray dog walks in the green grass , tongue hanging out .;
1659358141.jpg| 2| A brown dog is panting hard on grass during a sunny day .;
1659358141.jpg| 3| a tan dog jogging with his tongue hanging out;
1659358141.jpg| 4| A dog running with tongue hanging out .;
1679732375.jpg| 0| Two people , one in gray and one in white , sitting on a bench by a walking path looking over a field at a forest during autumn .;
1679732375.jpg| 1| A couple relax and chat on a park bench while enjoying a scenic fall view of the landscape , framed by the trunks of trees .;
1679732375.jpg| 2| Two men sitting on a bench between two trees overlooking an Autumn landscape .;
1679732375.jpg| 3| Two men wearing hats are sitting on a bench in a park in the Fall .;
1679732375.jpg| 4| A couple is sitting on a bench with a scenic view .;
171134073.jpg| 0| A Mexican man going to dig up the dirt for plants in the field .;
171134073.jpg| 1| A man in a blue shirt is standing in a doorway .;
171134073.jpg| 2| A man in a blue shirt emerges from a doorway .;
171134073.jpg| 3| A man in a blue shirt walking out a door .;
171134073.jpg| 4| A man in khakis is standing in a doorway .;
171211612.jpg| 0| An underwater photographer swims under the beautiful sea , yet above the white sand in the clear water with a large camera as she takes photo 's from underneath the water .;
171211612.jpg| 1| A scuba diver surveying the tranquil underwater environment .;
171211612.jpg| 2| A snorkeler is under the water taking a picture .;
171211612.jpg| 3| A person underwater using a camera .;
171211612.jpg| 4| A man holding a camera underwater .;
1716219111.jpg| 0| A woman working on a large machine which she appears to be using to make a blanket of some sort .;
1716219111.jpg| 1| A black woman working on threads on a sophisticated contraption to hold it all .;
1716219111.jpg| 2| Crouching Man in all white shirt and pants is working with a large loom .;
1716219111.jpg| 3| A person , whose face is blocked , is working on a large wooden loom .;
1716219111.jpg| 4| A guy working with wood and tying it together .;
1733595275.jpg| 1| Traffic cop directing traffic in front of a car with ohio plates on it .;
1733595275.jpg| 2| Traffic officer telling car where to turn .;
1733595275.jpg| 3| A female officer directing traffic .;
1733595275.jpg| 4| A woman directing traffic .;
173933370.jpg| 0| A man wearing a black shirt stands in a modern decorated kitchen smiling while holding a dish filled with food .;
173933370.jpg| 1| A young man in a navy blue t-shirt and white shorts holds a casserole in a kitchen .;
173933370.jpg| 2| Man in a black shirt holding a white pan of cooked food with a smile on his face .;
173933370.jpg| 3| A young man is standing in the kitchen holding a large casserole dish .;
173933370.jpg| 4| A man is proudly holding a casserole dish in a kitchen .;
1749201369.jpg| 0| Several men wearing helmets are working on a railway line .;
1749201369.jpg| 1| A construction crew working on railroad tracks .;
1749201369.jpg| 2| construction workers fixing railroad track .;
1749201369.jpg| 3| Three men work on a railroad line .;
1749201369.jpg| 4| Workers fix train tracks .;
177302997.jpg| 0| Row of plastic horses that form a childrens ride with one child riding .;
177302997.jpg| 1| A child holding on to the bar while riding a horse on a carousel ride .;
177302997.jpg| 2| A child is riding a plastic horse at an amusement park .;
177302997.jpg| 3| A child sitting on a carousel horse .;
177302997.jpg| 4| A child on a fake horse ride .;
